Accession	Coverage	Count_Good	Count_Raw
CP047902.1	536	1	1
CP047906.1	536	3	3
CP047907.1	536	1	1
CP047910.1	536	2	2
CP047913.1	536	2	2
CP047914.1	536	1	1
CP047915.1	536	9	9
CP047902.1	537	1	1
CP047910.1	537	2	2
CP047914.1	537	2	2
CP047915.1	537	3	3
CP047902.1	538	1	1
CP047906.1	538	4	4
CP047907.1	538	3	3
CP047910.1	538	2	2
CP047912.1	538	1	1
CP047914.1	538	1	1
CP047915.1	538	3	3
CP047902.1	539	3	3
CP047906.1	539	3	3
CP047910.1	539	1	1
CP047913.1	539	3	3
CP047914.1	539	1	1
CP047915.1	539	13	13
CP047902.1	54	433	433
CP047903.1	54	276	276
CP047904.1	54	292	292
CP047905.1	54	320	320
CP047906.1	54	384	384
CP047907.1	54	556	556
CP047908.1	54	334	334
CP047909.1	54	323	323
CP047910.1	54	284	284
CP047911.1	54	321	321
CP047912.1	54	547	547
CP047913.1	54	201	201
CP047914.1	54	310	310
CP047915.1	54	350	350
CP047902.1	540	1	1
CP047903.1	540	1	1
CP047906.1	540	1	1
CP047910.1	540	2	2
CP047912.1	540	2	2
CP047913.1	540	1	1
CP047914.1	540	2	2
CP047915.1	540	4	4
CP047902.1	541	1	1
CP047906.1	541	3	3
CP047912.1	541	3	3
CP047913.1	541	3	3
CP047914.1	541	1	1
CP047915.1	541	6	6
CP047902.1	542	1	1
CP047903.1	542	1	1
CP047906.1	542	3	3
CP047910.1	542	1	1
CP047912.1	542	2	2
CP047913.1	542	3	3
CP047914.1	542	1	1
CP047915.1	542	3	3
CP047902.1	543	1	1
CP047906.1	543	1	1
CP047907.1	543	1	1
CP047912.1	543	2	2
CP047913.1	543	4	4
CP047915.1	543	2	2
CP047902.1	544	2	2
CP047904.1	544	1	1
CP047906.1	544	3	3
CP047907.1	544	1	1
CP047910.1	544	1	1
CP047913.1	544	2	2
CP047914.1	544	1	1
CP047915.1	544	7	7
CP047902.1	545	2	2
CP047906.1	545	2	2
CP047910.1	545	2	2
CP047912.1	545	1	1
CP047913.1	545	5	5
CP047915.1	545	5	5
CP047902.1	546	1	1
CP047904.1	546	1	1
CP047906.1	546	1	1
CP047907.1	546	1	1
CP047910.1	546	2	2
CP047912.1	546	1	1
CP047913.1	546	4	4
CP047914.1	546	1	1
CP047915.1	546	4	4
CP047902.1	547	1	1
CP047904.1	547	1	1
CP047906.1	547	1	1
CP047910.1	547	4	4
CP047912.1	547	1	1
CP047915.1	547	3	3
CP047906.1	548	2	2
CP047910.1	548	3	3
CP047912.1	548	1	1
CP047913.1	548	2	2
CP047914.1	548	1	1
CP047915.1	548	2	2
CP047902.1	549	4	4
CP047906.1	549	1	1
CP047907.1	549	2	2
CP047910.1	549	3	3
CP047913.1	549	5	5
CP047914.1	549	1	1
CP047915.1	549	5	5
CP047902.1	55	410	410
CP047903.1	55	264	264
CP047904.1	55	327	327
CP047905.1	55	292	292
CP047906.1	55	423	423
CP047907.1	55	458	458
CP047908.1	55	315	315
CP047909.1	55	364	364
CP047910.1	55	315	315
CP047911.1	55	375	375
CP047912.1	55	458	458
CP047913.1	55	188	188
CP047914.1	55	346	346
CP047915.1	55	315	315
CP047902.1	550	4	4
CP047903.1	550	1	1
CP047904.1	550	1	1
CP047906.1	550	1	1
CP047907.1	550	1	1
CP047910.1	550	1	1
CP047912.1	550	3	3
CP047913.1	550	1	1
CP047914.1	550	2	2
CP047915.1	550	1	1
CP047902.1	551	3	3
CP047910.1	551	2	2
CP047912.1	551	1	1
CP047914.1	551	2	2
CP047915.1	551	1	1
CP047902.1	552	6	6
CP047903.1	552	1	1
CP047904.1	552	1	1
CP047906.1	552	1	1
CP047907.1	552	1	1
CP047908.1	552	1	1
CP047912.1	552	2	2
CP047913.1	552	1	1
CP047914.1	552	3	3
CP047904.1	553	1	1
CP047912.1	553	4	4
CP047915.1	553	3	3
CP047902.1	554	1	1
CP047906.1	554	1	1
CP047910.1	554	3	3
CP047912.1	554	2	2
CP047913.1	554	4	4
CP047914.1	554	1	1
CP047915.1	554	1	1
CP047904.1	555	1	1
CP047907.1	555	1	1
CP047910.1	555	4	4
CP047912.1	555	4	4
CP047902.1	556	3	3
CP047904.1	556	1	1
CP047907.1	556	1	1
CP047910.1	556	6	6
CP047912.1	556	2	2
CP047913.1	556	1	1
CP047902.1	557	1	1
CP047903.1	557	1	1
CP047904.1	557	1	1
CP047907.1	557	2	2
CP047910.1	557	3	3
CP047912.1	557	2	2
CP047915.1	557	1	1
CP047902.1	558	1	1
CP047910.1	558	6	6
CP047912.1	558	10	10
CP047913.1	558	1	1
CP047914.1	558	1	1
CP047915.1	558	2	2
CP047902.1	559	2	2
CP047904.1	559	1	1
CP047906.1	559	1	1
CP047910.1	559	1	1
CP047912.1	559	5	5
CP047913.1	559	1	1
CP047914.1	559	1	1
CP047915.1	559	2	2
CP047902.1	56	408	408
CP047903.1	56	289	289
CP047904.1	56	369	369
CP047905.1	56	425	425
CP047906.1	56	350	350
CP047907.1	56	464	464
CP047908.1	56	365	365
CP047909.1	56	371	371
CP047910.1	56	344	344
CP047911.1	56	335	335
CP047912.1	56	538	538
CP047913.1	56	170	170
CP047914.1	56	285	285
CP047915.1	56	342	342
CP047902.1	560	1	1
CP047904.1	560	3	3
CP047907.1	560	2	2
CP047910.1	560	5	5
CP047912.1	560	7	7
CP047913.1	560	1	1
CP047914.1	560	1	1
CP047915.1	560	2	2
CP047902.1	561	3	3
CP047903.1	561	1	1
CP047910.1	561	3	3
CP047912.1	561	8	8
CP047915.1	561	1	1
CP047902.1	562	2	2
CP047906.1	562	1	1
CP047910.1	562	1	1
CP047912.1	562	3	3
CP047914.1	562	2	2
CP047915.1	562	1	1
CP047902.1	563	1	1
CP047904.1	563	1	1
CP047907.1	563	1	1
CP047912.1	563	5	5
CP047914.1	563	2	2
CP047915.1	563	4	4
CP047902.1	564	1	1
CP047910.1	564	3	3
CP047912.1	564	10	10
CP047913.1	564	1	1
CP047915.1	564	2	2
CP047902.1	565	1	1
CP047904.1	565	2	2
CP047906.1	565	1	1
CP047907.1	565	1	1
CP047910.1	565	5	5
CP047912.1	565	3	3
CP047915.1	565	10	10
CP047902.1	566	2	2
CP047907.1	566	1	1
CP047910.1	566	2	2
CP047912.1	566	3	3
CP047914.1	566	1	1
CP047915.1	566	6	6
CP047902.1	567	2	2
CP047908.1	567	1	1
CP047910.1	567	4	4
CP047912.1	567	1	1
CP047914.1	567	2	2
CP047915.1	567	2	2
CP047902.1	568	2	2
CP047910.1	568	3	3
CP047912.1	568	5	5
CP047915.1	568	2	2
CP047902.1	569	4	4
CP047904.1	569	1	1
CP047906.1	569	1	1
CP047907.1	569	2	2
CP047910.1	569	7	7
CP047912.1	569	2	2
CP047913.1	569	2	2
CP047915.1	569	7	7
CP047902.1	57	427	427
CP047903.1	57	291	291
CP047904.1	57	321	321
CP047905.1	57	334	334
CP047906.1	57	404	404
CP047907.1	57	418	418
CP047908.1	57	438	438
CP047909.1	57	317	317
CP047910.1	57	350	350
CP047911.1	57	390	390
CP047912.1	57	605	605
CP047913.1	57	202	202
CP047914.1	57	304	304
CP047915.1	57	290	290
CP047902.1	570	2	2
CP047903.1	570	1	1
CP047906.1	570	1	1
CP047910.1	570	7	7
CP047912.1	570	5	5
CP047915.1	570	4	4
CP047902.1	571	1	1
CP047907.1	571	1	1
CP047910.1	571	4	4
CP047912.1	571	4	4
CP047913.1	571	2	2
CP047915.1	571	5	5
CP047904.1	572	1	1
CP047908.1	572	1	1
CP047910.1	572	3	3
CP047912.1	572	2	2
CP047913.1	572	1	1
CP047915.1	572	4	4
CP047902.1	573	1	1
CP047907.1	573	3	3
CP047910.1	573	7	7
CP047913.1	573	2	2
CP047915.1	573	6	6
CP047902.1	574	4	4
CP047903.1	574	1	1
CP047907.1	574	1	1
CP047910.1	574	7	7
CP047912.1	574	3	3
CP047913.1	574	3	3
CP047915.1	574	4	4
CP047904.1	575	1	1
CP047907.1	575	1	1
CP047910.1	575	2	2
CP047913.1	575	1	1
CP047915.1	575	3	3
CP047902.1	576	1	1
CP047907.1	576	3	3
CP047910.1	576	4	4
CP047912.1	576	3	3
CP047913.1	576	2	2
CP047915.1	576	1	1
CP047907.1	577	3	3
CP047910.1	577	5	5
CP047913.1	577	4	4
CP047915.1	577	3	3
CP047910.1	578	5	5
CP047912.1	578	1	1
CP047902.1	579	3	3
CP047910.1	579	7	7
CP047912.1	579	2	2
CP047913.1	579	3	3
CP047915.1	579	3	3
CP047902.1	58	430	430
CP047903.1	58	251	251
CP047904.1	58	316	316
CP047905.1	58	360	360
CP047906.1	58	413	413
CP047907.1	58	424	424
CP047908.1	58	435	435
CP047909.1	58	358	358
CP047910.1	58	294	294
CP047911.1	58	463	463
CP047912.1	58	515	515
CP047913.1	58	251	251
CP047914.1	58	313	313
CP047915.1	58	350	350
CP047902.1	580	1	1
CP047904.1	580	2	2
CP047907.1	580	1	1
CP047910.1	580	5	5
CP047912.1	580	3	3
CP047915.1	580	2	2
CP047902.1	581	3	3
CP047906.1	581	1	1
CP047910.1	581	11	11
CP047912.1	581	1	1
CP047913.1	581	2	2
CP047902.1	582	1	1
CP047903.1	582	1	1
CP047904.1	582	3	3
CP047907.1	582	1	1
CP047910.1	582	5	5
CP047912.1	582	3	3
CP047913.1	582	3	3
CP047902.1	583	3	3
CP047903.1	583	1	1
CP047910.1	583	5	5
CP047912.1	583	2	2
CP047913.1	583	3	3
CP047904.1	584	1	1
CP047910.1	584	12	12
CP047912.1	584	2	2
CP047913.1	584	4	4
CP047915.1	584	1	1
CP047902.1	585	1	1
CP047904.1	585	1	1
CP047907.1	585	2	2
CP047910.1	585	19	19
CP047912.1	585	1	1
CP047913.1	585	7	7
CP047904.1	586	1	1
CP047906.1	586	1	1
CP047910.1	586	8	8
CP047913.1	586	5	5
CP047915.1	586	2	2
CP047902.1	587	3	3
CP047903.1	587	1	1
CP047904.1	587	2	2
CP047906.1	587	1	1
CP047907.1	587	2	2
CP047910.1	587	10	10
CP047913.1	587	4	4
CP047915.1	587	3	3
CP047902.1	588	3	3
CP047904.1	588	2	2
CP047910.1	588	13	13
CP047913.1	588	4	4
CP047915.1	588	4	4
CP047902.1	589	3	3
CP047910.1	589	11	11
CP047913.1	589	2	2
CP047915.1	589	3	3
CP047902.1	59	434	434
CP047903.1	59	266	266
CP047904.1	59	333	333
CP047905.1	59	307	307
CP047906.1	59	389	389
CP047907.1	59	398	398
CP047908.1	59	431	431
CP047909.1	59	367	367
CP047910.1	59	301	301
CP047911.1	59	400	400
CP047912.1	59	517	517
CP047913.1	59	219	219
CP047914.1	59	350	350
CP047915.1	59	329	329
CP047902.1	590	2	2
CP047904.1	590	2	2
CP047907.1	590	2	2
CP047910.1	590	11	11
CP047913.1	590	3	3
CP047915.1	590	6	6
CP047906.1	591	1	1
CP047910.1	591	11	11
CP047913.1	591	1	1
CP047915.1	591	2	2
CP047902.1	592	2	2
CP047903.1	592	1	1
CP047910.1	592	20	20
CP047913.1	592	2	2
CP047915.1	592	2	2
CP047902.1	593	2	2
CP047903.1	593	1	1
CP047906.1	593	1	1
CP047908.1	593	1	1
CP047910.1	593	12	12
CP047913.1	593	1	1
CP047915.1	593	2	2
CP047902.1	594	1	1
CP047907.1	594	2	2
CP047910.1	594	8	8
CP047913.1	594	1	1
CP047915.1	594	3	3
CP047902.1	595	1	1
CP047910.1	595	24	24
CP047913.1	595	4	4
CP047915.1	595	3	3
CP047904.1	596	1	1
CP047906.1	596	1	1
CP047910.1	596	22	22
CP047913.1	596	2	2
CP047915.1	596	2	2
CP047902.1	597	2	2
CP047907.1	597	2	2
CP047910.1	597	15	15
CP047913.1	597	4	4
CP047902.1	598	1	1
CP047903.1	598	1	1
CP047907.1	598	2	2
CP047910.1	598	16	16
CP047915.1	598	2	2
CP047902.1	599	2	2
CP047910.1	599	17	17
CP047913.1	599	1	1
CP047915.1	599	2	2
CP047902.1	6	540	540
CP047903.1	6	438	438
CP047904.1	6	666	666
CP047905.1	6	888	888
CP047906.1	6	415	415
CP047907.1	6	397	397
CP047908.1	6	805	805
CP047909.1	6	303	303
CP047910.1	6	516	516
CP047911.1	6	392	392
CP047912.1	6	691	691
CP047913.1	6	243	243
CP047914.1	6	369	369
CP047915.1	6	626	626
CP047902.1	60	425	425
CP047903.1	60	270	270
CP047904.1	60	312	312
CP047905.1	60	376	376
CP047906.1	60	382	382
CP047907.1	60	402	402
CP047908.1	60	469	469
CP047909.1	60	365	365
CP047910.1	60	344	344
CP047911.1	60	509	509
CP047912.1	60	621	621
CP047913.1	60	191	191
CP047914.1	60	281	281
CP047915.1	60	364	364
CP047904.1	600	1	1
CP047906.1	600	1	1
CP047910.1	600	6	6
CP047915.1	600	4	4
CP047902.1	601	3	3
CP047906.1	601	1	1
CP047910.1	601	12	12
CP047915.1	601	4	4
CP047902.1	602	2	2
CP047907.1	602	1	1
CP047910.1	602	13	13
CP047913.1	602	1	1
CP047915.1	602	1	1
CP047904.1	603	2	2
CP047910.1	603	14	14
CP047915.1	603	2	2
CP047902.1	604	5	5
CP047904.1	604	1	1
CP047906.1	604	1	1
CP047910.1	604	12	12
CP047913.1	604	3	3
CP047915.1	604	1	1
CP047902.1	605	6	6
CP047908.1	605	1	1
CP047910.1	605	7	7
CP047913.1	605	3	3
CP047915.1	605	3	3
CP047902.1	606	8	8
CP047904.1	606	1	1
CP047907.1	606	2	2
CP047910.1	606	10	10
CP047915.1	606	1	1
CP047902.1	607	5	5
CP047907.1	607	2	2
CP047910.1	607	11	11
CP047913.1	607	1	1
CP047915.1	607	2	2
CP047902.1	608	6	6
CP047906.1	608	2	2
CP047907.1	608	3	3
CP047910.1	608	7	7
CP047915.1	608	3	3
CP047902.1	609	8	8
CP047904.1	609	1	1
CP047910.1	609	3	3
CP047915.1	609	2	2
CP047902.1	61	379	379
CP047903.1	61	314	314
CP047904.1	61	331	331
CP047905.1	61	368	368
CP047906.1	61	440	440
CP047907.1	61	475	475
CP047908.1	61	379	379
CP047909.1	61	390	390
CP047910.1	61	261	261
CP047911.1	61	493	493
CP047912.1	61	600	600
CP047913.1	61	181	181
CP047914.1	61	301	301
CP047915.1	61	320	320
CP047902.1	610	1	1
CP047906.1	610	1	1
CP047907.1	610	1	1
CP047910.1	610	17	17
CP047915.1	610	1	1
CP047902.1	611	4	4
CP047904.1	611	1	1
CP047907.1	611	1	1
CP047910.1	611	7	7
CP047913.1	611	2	2
CP047902.1	612	12	12
CP047903.1	612	1	1
CP047907.1	612	1	1
CP047910.1	612	13	13
CP047913.1	612	2	2
CP047902.1	613	6	6
CP047904.1	613	1	1
CP047910.1	613	10	10
CP047915.1	613	1	1
CP047902.1	614	5	5
CP047903.1	614	1	1
CP047910.1	614	6	6
CP047902.1	615	3	3
CP047906.1	615	1	1
CP047907.1	615	2	2
CP047910.1	615	4	4
CP047913.1	615	2	2
CP047915.1	615	1	1
CP047904.1	616	1	1
CP047907.1	616	1	1
CP047910.1	616	5	5
CP047913.1	616	1	1
CP047915.1	616	1	1
CP047902.1	617	5	5
CP047904.1	617	1	1
CP047907.1	617	1	1
CP047910.1	617	8	8
CP047915.1	617	1	1
CP047902.1	618	3	3
CP047906.1	618	1	1
CP047907.1	618	1	1
CP047910.1	618	3	3
CP047915.1	618	2	2
CP047902.1	619	4	4
CP047906.1	619	1	1
CP047907.1	619	1	1
CP047908.1	619	1	1
CP047910.1	619	7	7
CP047902.1	62	370	370
CP047903.1	62	276	276
CP047904.1	62	333	333
CP047905.1	62	367	367
CP047906.1	62	483	483
CP047907.1	62	575	575
CP047908.1	62	464	464
CP047909.1	62	382	382
CP047910.1	62	267	267
CP047911.1	62	382	382
CP047912.1	62	582	582
CP047913.1	62	185	185
CP047914.1	62	254	254
CP047915.1	62	290	290
CP047902.1	620	6	6
CP047910.1	620	10	10
CP047913.1	620	3	3
CP047915.1	620	2	2
CP047902.1	621	4	4
CP047906.1	621	1	1
CP047907.1	621	1	1
CP047910.1	621	6	6
CP047915.1	621	2	2
CP047902.1	622	3	3
CP047903.1	622	1	1
CP047910.1	622	7	7
CP047913.1	622	1	1
CP047902.1	623	3	3
CP047903.1	623	1	1
CP047904.1	623	1	1
CP047910.1	623	9	9
CP047913.1	623	2	2
CP047915.1	623	2	2
CP047902.1	624	4	4
CP047910.1	624	5	5
CP047915.1	624	1	1
CP047902.1	625	6	6
CP047904.1	625	1	1
CP047907.1	625	1	1
CP047910.1	625	7	7
CP047913.1	625	1	1
CP047902.1	626	5	5
CP047904.1	626	1	1
CP047910.1	626	3	3
CP047915.1	626	1	1
CP047902.1	627	4	4
CP047907.1	627	1	1
CP047908.1	627	2	2
CP047910.1	627	2	2
CP047913.1	627	1	1
CP047915.1	627	1	1
CP047902.1	628	2	2
CP047906.1	628	1	1
CP047910.1	628	3	3
CP047902.1	629	3	3
CP047904.1	629	1	1
CP047907.1	629	1	1
CP047910.1	629	6	6
CP047913.1	629	1	1
CP047915.1	629	1	1
CP047902.1	63	424	424
CP047903.1	63	328	328
CP047904.1	63	351	351
CP047905.1	63	377	377
CP047906.1	63	406	406
CP047907.1	63	500	500
CP047908.1	63	440	440
CP047909.1	63	318	318
CP047910.1	63	276	276
CP047911.1	63	434	434
CP047912.1	63	569	569
CP047913.1	63	211	211
CP047914.1	63	317	317
CP047915.1	63	328	328
CP047902.1	630	3	3
CP047904.1	630	1	1
CP047910.1	630	4	4
CP047913.1	630	1	1
CP047902.1	631	2	2
CP047907.1	631	1	1
CP047910.1	631	2	2
CP047913.1	631	1	1
CP047903.1	632	1	1
CP047904.1	632	1	1
CP047910.1	632	3	3
CP047913.1	632	1	1
CP047902.1	633	3	3
CP047907.1	633	1	1
CP047910.1	633	1	1
CP047913.1	633	2	2
CP047902.1	634	1	1
CP047907.1	634	2	2
CP047910.1	634	1	1
CP047913.1	634	1	1
CP047902.1	635	1	1
CP047907.1	635	1	1
CP047902.1	636	3	3
CP047903.1	636	1	1
CP047904.1	636	1	1
CP047907.1	636	2	2
CP047910.1	636	1	1
CP047910.1	637	1	1
CP047913.1	637	2	2
CP047902.1	638	2	2
CP047907.1	638	3	3
CP047910.1	638	1	1
CP047913.1	638	2	2
CP047902.1	639	1	1
CP047906.1	639	1	1
CP047907.1	639	2	2
CP047910.1	639	1	1
CP047913.1	639	2	2
CP047902.1	64	432	432
CP047903.1	64	289	289
CP047904.1	64	305	305
CP047905.1	64	339	339
CP047906.1	64	367	367
CP047907.1	64	448	448
CP047908.1	64	374	374
CP047909.1	64	411	411
CP047910.1	64	286	286
CP047911.1	64	406	406
CP047912.1	64	540	540
CP047913.1	64	223	223
CP047914.1	64	344	344
CP047915.1	64	374	374
CP047902.1	640	2	2
CP047904.1	640	1	1
CP047906.1	640	1	1
CP047910.1	640	1	1
CP047913.1	640	2	2
CP047902.1	641	1	1
CP047908.1	641	1	1
CP047902.1	642	1	1
CP047906.1	642	1	1
CP047907.1	642	3	3
CP047902.1	643	3	3
CP047903.1	643	1	1
CP047902.1	644	2	2
CP047904.1	644	1	1
CP047907.1	644	1	1
CP047902.1	645	1	1
CP047903.1	645	1	1
CP047904.1	645	1	1
CP047906.1	645	1	1
CP047904.1	646	2	2
CP047907.1	646	1	1
CP047902.1	647	2	2
CP047907.1	647	2	2
CP047902.1	648	2	2
CP047904.1	648	1	1
CP047907.1	648	2	2
CP047902.1	649	3	3
CP047902.1	65	447	447
CP047903.1	65	334	334
CP047904.1	65	415	415
CP047905.1	65	381	381
CP047906.1	65	403	403
CP047907.1	65	485	485
CP047908.1	65	388	388
CP047909.1	65	313	313
CP047910.1	65	276	276
CP047911.1	65	468	468
CP047912.1	65	576	576
CP047913.1	65	200	200
CP047914.1	65	369	369
CP047915.1	65	354	354
CP047902.1	650	2	2
CP047903.1	650	1	1
CP047904.1	650	3	3
CP047910.1	650	1	1
CP047902.1	651	1	1
CP047904.1	651	2	2
CP047913.1	651	1	1
CP047902.1	652	3	3
CP047904.1	652	1	1
CP047907.1	652	1	1
CP047902.1	653	2	2
CP047903.1	653	1	1
CP047904.1	653	1	1
CP047906.1	653	1	1
CP047907.1	653	1	1
CP047910.1	653	1	1
CP047902.1	654	3	3
CP047904.1	654	1	1
CP047907.1	654	1	1
CP047902.1	655	2	2
CP047904.1	655	1	1
CP047902.1	656	1	1
CP047904.1	656	1	1
CP047907.1	656	1	1
CP047902.1	657	2	2
CP047904.1	657	1	1
CP047902.1	658	1	1
CP047906.1	658	1	1
CP047910.1	658	1	1
CP047902.1	659	2	2
CP047904.1	659	1	1
CP047907.1	659	1	1
CP047910.1	659	1	1
CP047902.1	66	398	398
CP047903.1	66	297	297
CP047904.1	66	381	381
CP047905.1	66	324	324
CP047906.1	66	360	360
CP047907.1	66	575	575
CP047908.1	66	358	358
CP047909.1	66	345	345
CP047910.1	66	300	300
CP047911.1	66	445	445
CP047912.1	66	565	565
CP047913.1	66	189	189
CP047914.1	66	345	345
CP047915.1	66	364	364
CP047902.1	660	5	5
CP047906.1	660	2	2
CP047902.1	661	2	2
CP047904.1	661	1	1
CP047907.1	661	2	2
CP047902.1	662	5	5
CP047902.1	663	3	3
CP047906.1	663	1	1
CP047907.1	663	1	1
CP047910.1	663	2	2
CP047902.1	664	4	4
CP047903.1	664	1	1
CP047907.1	664	1	1
CP047902.1	666	7	7
CP047903.1	666	2	2
CP047904.1	666	1	1
CP047907.1	666	1	1
CP047910.1	666	1	1
CP047902.1	667	6	6
CP047904.1	667	1	1
CP047908.1	667	1	1
CP047902.1	668	5	5
CP047904.1	668	1	1
CP047910.1	668	1	1
CP047902.1	669	4	4
CP047903.1	669	1	1
CP047906.1	669	1	1
CP047907.1	669	3	3
CP047913.1	669	1	1
CP047902.1	67	420	420
CP047903.1	67	337	337
CP047904.1	67	331	331
CP047905.1	67	266	266
CP047906.1	67	348	348
CP047907.1	67	453	453
CP047908.1	67	448	448
CP047909.1	67	317	317
CP047910.1	67	347	347
CP047911.1	67	509	509
CP047912.1	67	558	558
CP047913.1	67	198	198
CP047914.1	67	302	302
CP047915.1	67	352	352
CP047902.1	670	6	6
CP047906.1	670	1	1
CP047902.1	671	5	5
CP047902.1	672	7	7
CP047906.1	672	1	1
CP047908.1	672	1	1
CP047902.1	673	3	3
CP047904.1	673	1	1
CP047902.1	674	3	3
CP047910.1	674	1	1
CP047902.1	675	3	3
CP047904.1	675	2	2
CP047907.1	675	2	2
CP047910.1	675	1	1
CP047902.1	676	3	3
CP047902.1	677	4	4
CP047902.1	678	2	2
CP047902.1	679	2	2
CP047907.1	679	1	1
CP047902.1	68	446	446
CP047903.1	68	314	314
CP047904.1	68	396	396
CP047905.1	68	373	373
CP047906.1	68	390	390
CP047907.1	68	512	512
CP047908.1	68	445	445
CP047909.1	68	384	384
CP047910.1	68	347	347
CP047911.1	68	403	403
CP047912.1	68	527	527
CP047913.1	68	285	285
CP047914.1	68	359	359
CP047915.1	68	361	361
CP047902.1	680	4	4
CP047904.1	680	1	1
CP047907.1	680	1	1
CP047902.1	681	5	5
CP047913.1	681	1	1
CP047902.1	682	6	6
CP047902.1	683	3	3
CP047904.1	683	1	1
CP047910.1	683	2	2
CP047904.1	684	2	2
CP047906.1	684	1	1
CP047908.1	684	1	1
CP047902.1	685	4	4
CP047907.1	685	2	2
CP047902.1	686	3	3
CP047902.1	687	2	2
CP047907.1	687	1	1
CP047910.1	687	1	1
CP047902.1	688	3	3
CP047904.1	688	1	1
CP047902.1	689	2	2
CP047904.1	689	1	1
CP047907.1	689	1	1
CP047902.1	69	502	502
CP047903.1	69	306	306
CP047904.1	69	364	364
CP047905.1	69	357	357
CP047906.1	69	485	485
CP047907.1	69	526	526
CP047908.1	69	479	479
CP047909.1	69	369	369
CP047910.1	69	353	353
CP047911.1	69	409	409
CP047912.1	69	564	564
CP047913.1	69	255	255
CP047914.1	69	398	398
CP047915.1	69	342	342
CP047902.1	690	2	2
CP047903.1	690	1	1
CP047902.1	691	2	2
CP047907.1	691	1	1
CP047902.1	692	1	1
CP047907.1	692	1	1
CP047902.1	693	1	1
CP047903.1	693	1	1
CP047904.1	693	2	2
CP047906.1	693	2	2
CP047902.1	694	2	2
CP047907.1	694	3	3
CP047910.1	694	1	1
CP047904.1	695	1	1
CP047907.1	695	2	2
CP047910.1	695	1	1
CP047902.1	696	1	1
CP047907.1	696	1	1
CP047902.1	697	1	1
CP047907.1	697	3	3
CP047903.1	698	1	1
CP047904.1	699	2	2
CP047913.1	699	1	1
CP047902.1	7	573	573
CP047903.1	7	323	323
CP047904.1	7	661	661
CP047905.1	7	587	587
CP047906.1	7	136	136
CP047907.1	7	377	377
CP047908.1	7	943	943
CP047909.1	7	378	378
CP047910.1	7	616	616
CP047911.1	7	397	397
CP047912.1	7	494	494
CP047913.1	7	159	159
CP047914.1	7	420	420
CP047915.1	7	567	567
CP047902.1	70	538	538
CP047903.1	70	326	326
CP047904.1	70	307	307
CP047905.1	70	388	388
CP047906.1	70	452	452
CP047907.1	70	545	545
CP047908.1	70	450	450
CP047909.1	70	323	323
CP047910.1	70	305	305
CP047911.1	70	447	447
CP047912.1	70	613	613
CP047913.1	70	292	292
CP047914.1	70	401	401
CP047915.1	70	356	356
CP047902.1	700	3	3
CP047906.1	700	2	2
CP047910.1	700	2	2
CP047902.1	702	1	1
CP047904.1	702	1	1
CP047908.1	702	1	1
CP047902.1	703	1	1
CP047904.1	703	1	1
CP047907.1	703	1	1
CP047906.1	704	1	1
CP047907.1	704	3	3
CP047902.1	705	1	1
CP047904.1	705	2	2
CP047906.1	705	1	1
CP047902.1	706	1	1
CP047904.1	706	1	1
CP047902.1	707	5	5
CP047903.1	707	1	1
CP047904.1	707	1	1
CP047907.1	707	1	1
CP047910.1	707	1	1
CP047902.1	708	1	1
CP047903.1	708	1	1
CP047904.1	708	1	1
CP047907.1	708	1	1
CP047913.1	708	1	1
CP047902.1	709	1	1
CP047904.1	709	1	1
CP047902.1	71	523	523
CP047903.1	71	363	363
CP047904.1	71	329	329
CP047905.1	71	432	432
CP047906.1	71	404	404
CP047907.1	71	514	514
CP047908.1	71	500	500
CP047909.1	71	317	317
CP047910.1	71	369	369
CP047911.1	71	440	440
CP047912.1	71	625	625
CP047913.1	71	332	332
CP047914.1	71	350	350
CP047915.1	71	367	367
CP047902.1	710	1	1
CP047904.1	711	1	1
CP047907.1	712	1	1
CP047902.1	713	2	2
CP047903.1	713	1	1
CP047904.1	713	2	2
CP047910.1	713	1	1
CP047913.1	713	1	1
CP047906.1	714	1	1
CP047907.1	714	1	1
CP047902.1	715	1	1
CP047904.1	715	1	1
CP047907.1	715	1	1
CP047902.1	716	2	2
CP047903.1	716	1	1
CP047902.1	717	1	1
CP047904.1	717	2	2
CP047910.1	717	1	1
CP047907.1	718	1	1
CP047910.1	718	1	1
CP047902.1	719	2	2
CP047903.1	719	1	1
CP047907.1	719	2	2
CP047902.1	72	565	565
CP047903.1	72	348	348
CP047904.1	72	369	369
CP047905.1	72	440	440
CP047906.1	72	432	432
CP047907.1	72	580	580
CP047908.1	72	446	446
CP047909.1	72	340	340
CP047910.1	72	328	328
CP047911.1	72	501	501
CP047912.1	72	610	610
CP047913.1	72	355	355
CP047914.1	72	376	376
CP047915.1	72	408	408
CP047902.1	720	2	2
CP047903.1	720	1	1
CP047906.1	720	1	1
CP047907.1	720	1	1
CP047902.1	721	1	1
CP047913.1	721	1	1
CP047907.1	722	2	2
CP047902.1	723	1	1
CP047903.1	723	1	1
CP047904.1	723	1	1
CP047907.1	723	1	1
CP047910.1	723	1	1
CP047902.1	724	3	3
CP047904.1	724	1	1
CP047907.1	724	1	1
CP047902.1	725	1	1
CP047906.1	725	1	1
CP047907.1	725	1	1
CP047910.1	725	1	1
CP047913.1	725	1	1
CP047910.1	726	1	1
